concept:city:saigon	concept:citycapitalofcountry	concept:country:west_indies
concept:vehicle:view	concept:atdate	concept:skiarea:tennessee
concept:personmexico:ryan_whitney	concept:worksfor	concept:organization:kremlin
concept:website:market	concept:atdate	concept:year:n1992
concept:stateorprovince:elblag	concept:statelocatedingeopoliticallocation	concept:country:poland
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:geopoliticallocation:partners
concept:organization:republican	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:airport:europe	concept:atdate	concept:dateliteral:n2008
concept:lake:new	concept:locationlocatedwithinlocation	concept:skyscraper:n2_0
concept:visualizablething:malt	concept:mutualproxyfor	concept:beverage:new
concept:lake:new	concept:locationlocatedwithinlocation	concept:zoo:outdoors
concept:stateorprovince:south_dakota	concept:stateorprovinceisborderedbystateorprovince	concept:stateorprovince:north_dakota
concept:city:fairchild_air_force_base	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:country:egypt	concept:organizationterminatedperson	concept:person:yehia_kazarian
concept:room:dates	concept:atdate	concept:food:pate
concept:country:gambia	concept:agentbelongstoorganization	concept:sportsleague:mls
concept:city:oak_park	concept:atlocation	concept:website:april_2006
concept:geopoliticallocation:world	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:visualizablescene:washington	concept:statelocatedincountry	concept:country:usa
concept:country:republic	concept:countryalsoknownas	concept:country:republic_of_angola
concept:city:contract	concept:atdate	concept:date:n1993
concept:city:campbell	concept:mutualproxyfor	concept:disease:crohn
concept:stateorprovince:tennessee	concept:mutualproxyfor	concept:city:cookeville
concept:governmentorganization:commission	concept:proxyfor	concept:coach:new
concept:island:investment	concept:proxyfor	concept:book:new
concept:beverage:new	concept:atlocation	concept:country:france_france
concept:website:peru	concept:atlocation	concept:website:april_2006
concept:website:developers	concept:atdate	concept:food:pate
concept:city:carlsbad	concept:mutualproxyfor	concept:disease:crohn
concept:city:washington_d_c	concept:subpartof	concept:stateorprovince:international
concept:country:portugal	concept:countryalsoknownas	concept:country:republic
concept:stateorprovince:colorado	concept:organizationterminatedperson	concept:coach:dan_hawkins
concept:country:usa	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:city:memphis	concept:citylocatedincountry	concept:country:egypt
concept:island:mother	concept:atdate	concept:dateliteral:n2005
concept:city:decatur	concept:citylocatedinstate	concept:stateorprovince:kansas
concept:country:jordan	concept:countryalsoknownas	concept:country:republic
concept:city:capital	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:country:zimbabwe	concept:countrylocatedingeopoliticallocation	concept:continent:africa
concept:country:australia	concept:atdate	concept:dateliteral:n2005
concept:lake:new	concept:locationlocatedwithinlocation	concept:beach:resort
concept:city:beijing	concept:citylocatedincountry	concept:country:china
concept:book:new	concept:mutualproxyfor	concept:book:items
concept:lake:new	concept:locationlocatedwithinlocation	concept:island:operations
concept:disease:crohn	concept:mutualproxyfor	concept:island:morro_bay
concept:country:nigeria	concept:atdate	concept:date:n2001
concept:country:hong_kong	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:lake:new	concept:locationlocatedwithinlocation	concept:room:set
concept:island:society	concept:atdate	concept:food:pate
concept:stateorprovince:czestochowa	concept:statelocatedingeopoliticallocation	concept:country:poland
concept:country:republic	concept:countryalsoknownas	concept:country:bahamas
concept:book:leader	concept:atdate	concept:dateliteral:n2002
concept:city:winnipeg	concept:atdate	concept:dateliteral:n2006
concept:governmentorganization:department	concept:subpartoforganization	concept:governmentorganization:homeland_security
concept:city:service	concept:organizationalsoknownas	concept:university:ministry
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:museum:community
concept:musicinstrument:talk	concept:mutualproxyfor	concept:book:new
concept:city:venice	concept:atlocation	concept:disease:crohn
concept:geopoliticallocation:iraq	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:city:bahamas
concept:country:germany	concept:atdate	concept:dateliteral:n1938
concept:country:republic	concept:countryalsoknownas	concept:country:ivory_coast
concept:nongovorganization:council	concept:synonymfor	concept:governmentorganization:department
concept:stateorprovince:iowa	concept:statelocatedincountry	concept:country:u_s_
concept:book:new	concept:atlocation	concept:planet:answer
concept:publication:people_	concept:agentparticipatedinevent	concept:crimeorcharge:crime
concept:book:new	concept:mutualproxyfor	concept:reptile:galleries
concept:coach:sarah_palin	concept:personbelongstoorganization	concept:nongovorganization:gop
concept:county:austin	concept:atdate	concept:dateliteral:n2008
concept:governmentorganization:department	concept:subpartof	concept:stateorprovince:texas
concept:stateorprovince:skierniewice	concept:statelocatedingeopoliticallocation	concept:country:poland
concept:country:democratic_republic_of_congo	concept:countryalsoknownas	concept:country:rwanda
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:geopoliticallocation:central_europe
concept:country:croatia	concept:synonymfor	concept:politicalparty:republic
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:city:cairo
concept:book:new	concept:mutualproxyfor	concept:eventoutcome:client
concept:country:republic_of_india	concept:organizationhiredperson	concept:person:sardesai
concept:transportation:tourism	concept:atdate	concept:food:pate
concept:city:hawaii	concept:locationlocatedwithinlocation	concept:disease:hemophilia
concept:city:ottawa	concept:subpartof	concept:country:canada_canada
concept:book:new	concept:atlocation	concept:street:lots
concept:river:olentangy	concept:stateorprovinceisborderedbystateorprovince	concept:disease:crohn
concept:city:attractions	concept:mutualproxyfor	concept:beverage:new
concept:vehicle:journey	concept:atdate	concept:dateliteral:n2008
concept:country:canada_canada	concept:atdate	concept:year:n1986
concept:city:home	concept:atdate	concept:date:march_2008
concept:personmexico:ryan_whitney	concept:personborninlocation	concept:county:york_city
concept:stateorprovince:products	concept:atdate	concept:agriculturalproduct:flax
concept:person:republican	concept:personhasresidenceingeopoliticallocation	concept:stateorprovince:ohio
concept:lake:new	concept:mutualproxyfor	concept:stateorprovince:pennsylvania
concept:coach:sven_goran_eriksson	concept:worksfor	concept:country:england
concept:city:augusta	concept:atlocation	concept:stateorprovince:kansas
concept:website:wkef	concept:atdate	concept:year:n1998
concept:lake:new	concept:locationlocatedwithinlocation	concept:governmentorganization:services
concept:governmentorganization:government	concept:agentcontrols	concept:physicalaction:materials
concept:lake:new	concept:locationlocatedwithinlocation	concept:politicsblog:citizen
concept:stateorprovince:wyoming	concept:statelocatedingeopoliticallocation	concept:country:usa
concept:building:west	concept:atdate	concept:dateliteral:n2008
concept:website:search	concept:atdate	concept:agriculturalproduct:flax
concept:governmentorganization:representatives	concept:atdate	concept:agriculturalproduct:flax
concept:nonneginteger:one	concept:atdate	concept:dateliteral:n2006
concept:city:official	concept:organizationhiredperson	concept:personmexico:ryan_whitney
concept:stateorprovince:texas	concept:statelocatedingeopoliticallocation	concept:country:u_s_a
concept:stateorprovince:idaho	concept:statehascapital	concept:city:boise
concept:county:atlanta	concept:locationlocatedwithinlocation	concept:city:ia
concept:university:search	concept:agentcompeteswithagent	concept:blog:form
concept:country:czech_republic	concept:atdate	concept:dateliteral:n2005
concept:website:experience	concept:organizationdissolvedatdate	concept:month:june
concept:country:puerto_rico	concept:countrylocatedingeopoliticallocation	concept:river:olentangy
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:country:poland
concept:room:executive	concept:atdate	concept:dateliteral:n2002
concept:book:new	concept:mutualproxyfor	concept:book:non_profit_organization
concept:country:japan	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:destinations
concept:company:post	concept:subpartoforganization	concept:blog:form
concept:city:tampa_bay	concept:cityliesonriver	concept:attraction:grand
concept:country:russia	concept:countrylocatedingeopoliticallocation	concept:geopoliticallocation:partners
concept:country:el_salvador	concept:countryalsoknownas	concept:country:u_s_
concept:stateorprovince:texas	concept:stateorprovinceisborderedbystateorprovince	concept:stateorprovince:new_mexico
concept:geopoliticallocation:kuwait	concept:atdate	concept:agriculturalproduct:flax
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:island:easter
concept:musician:agencies	concept:agentbelongstoorganization	concept:governmentorganization:department
concept:lake:new	concept:locationlocatedwithinlocation	concept:shoppingmall:central_park
concept:country:hong_kong	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:country:germany
concept:emotion:fun	concept:mutualproxyfor	concept:book:new
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:bridge:new_jersey
concept:city:status	concept:atdate	concept:year:n1998
concept:book:new	concept:mutualproxyfor	concept:river:counties
concept:river:olentangy	concept:stateorprovinceisborderedbystateorprovince	concept:skiarea:lithia_springs
concept:country:germany	concept:atdate	concept:dateliteral:n2006
concept:stateorprovince:new_york	concept:statelocatedincountry	concept:country:usa
concept:river:olentangy	concept:statelocatedingeopoliticallocation	concept:country:france_france
concept:professionalorganization:cia	concept:atdate	concept:agriculturalproduct:flax
concept:country:norway	concept:atdate	concept:food:pate
concept:governmentorganization:government	concept:atdate	concept:food:pate
concept:country:oman	concept:countrylocatedingeopoliticallocation	concept:country:countries
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:stateorprovince:georgia
concept:male:history	concept:agentcompeteswithagent	concept:tradeunion:article
concept:country:denmark	concept:atdate	concept:food:pate
concept:governmentorganization:department	concept:atdate	concept:dateliteral:n2008
concept:country:republic	concept:countryalsoknownas	concept:country:taiwan
concept:book:north	concept:mutualproxyfor	concept:hallwayitem:areas
concept:geopoliticallocation:burma	concept:atdate	concept:dateliteral:n2006
concept:university:ministry	concept:proxyfor	concept:beverage:new
concept:stateorprovince:nsw	concept:atdate	concept:food:pate
concept:country:finland	concept:proxyfor	concept:lake:new
concept:country:malta	concept:countryalsoknownas	concept:country:republic
concept:landscapefeatures:states	concept:locationlocatedwithinlocation	concept:city:singapore
concept:city:auburn	concept:atlocation	concept:stateorprovince:new_york
concept:website:april_2006	concept:organizationhiredperson	concept:coach:ron_turner
